"Phi","Points:0","Points:1","Points:2"
0.98846,436.8,2163.2,0
0.99787,436.8,2161.6,0
-0.71232,425.6,2164.8,0
0.99997,433.6,2156.8,0
0.99991,435.2,2158.4,0
1,436.8,2155.2,0
0.99993,436.8,2158.4,0
0.99999,436.8,2156.8,0
0.99961,436.8,2160,0
0.026381,430.4,2166.4,0
-0.67724,430.4,2168,0
-0.13556,433.6,2168,0
-0.40073,432,2168,0
0.57583,433.6,2166.4,0
-0.87148,428.8,2168,0
-0.77652,427.2,2166.4,0
-0.96134,427.2,2168,0
-0.94572,430.4,2169.6,0
-0.99269,430.4,2171.2,0
-0.99923,427.2,2171.2,0
-0.99443,427.2,2169.6,0
-0.99743,428.8,2171.2,0
-0.99797,424,2168,0
-0.9877,424,2166.4,0
-0.99053,425.6,2168,0
-0.77681,433.6,2169.6,0
0.049603,435.2,2168,0
-0.96657,433.6,2171.2,0
-0.94787,435.2,2171.2,0
0.14225,436.8,2168,0
-0.61349,436.8,2169.6,0
-0.93442,436.8,2171.2,0
-0.98269,432,2171.2,0
0.72801,436.8,2166.4,0
-0.99567,433.6,2172.8,0
-0.99945,433.6,2174.4,0
-0.99988,430.4,2174.4,0
-0.99905,430.4,2172.8,0
-0.99972,432,2174.4,0
-0.99913,435.2,2174.4,0
-0.99131,436.8,2172.8,0
-0.99993,433.6,2176,0
-0.9989,436.8,2174.4,0
-0.99986,436.8,2176,0
-0.99999,433.6,2177.6,0
-0.99999,435.2,2177.6,0
-0.99999,436.8,2177.6,0
-0.99993,420.8,2168,0
-0.9996,420.8,2166.4,0
-1,420.8,2171.2,0
-0.99999,420.8,2169.6,0
-0.99999,422.4,2171.2,0
-0.99961,422.4,2168,0
-0.99995,424,2171.2,0
-0.99968,424,2169.6,0
-0.99999,424,2172.8,0
-1,424,2174.4,0
-1,424,2176,0
-1,424,2177.6,0
-1,422.4,2179.2,0
-1,419.2,2179.2,0
-0.9998,425.6,2171.2,0
-0.99999,427.2,2174.4,0
-0.9999,427.2,2172.8,0
-1,425.6,2174.4,0
-0.99996,428.8,2174.4,0
-1,427.2,2176,0
-0.99999,430.4,2176,0
-1,427.2,2177.6,0
-1,430.4,2177.6,0
-1,432,2177.6,0
0.71488,452.8,2153.6,0
0.60532,452.8,2155.2,0
0.98559,449.6,2155.2,0
0.91721,451.2,2155.2,0
0.99086,449.6,2153.6,0
-0.16143,454.4,2155.2,0
-0.69493,456,2153.6,0
-0.78517,456,2155.2,0
0.41144,452.8,2156.8,0
0.090256,452.8,2158.4,0
-0.93714,456,2158.4,0
-0.65245,454.4,2158.4,0
-0.87131,456,2156.8,0
-0.82254,459.2,2155.2,0
-0.93762,457.6,2155.2,0
-0.74243,459.2,2153.6,0
0.97294,449.6,2156.8,0
0.99759,448,2155.2,0
0.93772,449.6,2158.4,0
0.98762,448,2158.4,0
0.99959,446.4,2155.2,0
0.99912,446.4,2156.8,0
0.9974,446.4,2158.4,0
0.71693,451.2,2158.4,0
0.99976,446.4,2153.6,0
0.8325,449.6,2160,0
0.54655,449.6,2161.6,0
-0.72275,452.8,2161.6,0
-0.34043,452.8,2160,0
-0.099788,451.2,2161.6,0
0.85728,448,2161.6,0
0.9901,446.4,2160,0
0.95737,446.4,2161.6,0
-0.020556,449.6,2163.2,0
-0.63582,449.6,2164.8,0
0.39821,446.4,2164.8,0
0.82072,446.4,2163.2,0
-0.10731,448,2164.8,0
0.99999,443.2,2153.6,0
0.99999,443.2,2155.2,0
0.99993,444.8,2155.2,0
1,441.6,2155.2,0
1,440,2155.2,0
0.99995,443.2,2156.8,0
0.99977,443.2,2158.4,0
0.99992,440,2158.4,0
0.99998,440,2156.8,0
0.99988,441.6,2158.4,0
1,438.4,2155.2,0
0.99934,444.8,2158.4,0
0.99372,443.2,2161.6,0
0.98546,444.8,2161.6,0
0.99881,443.2,2160,0
-0.99225,456,2161.6,0
-0.97546,456,2160,0
-0.99811,457.6,2161.6,0
-0.99402,459.2,2161.6,0
-0.95031,459.2,2158.4,0
-0.98445,457.6,2158.4,0
-0.9809,459.2,2160,0
-0.94959,454.4,2161.6,0
-0.99795,456,2163.2,0
-0.92067,452.8,2163.2,0
-0.99953,456,2164.8,0
-0.99712,454.4,2164.8,0
-0.9828,452.8,2164.8,0
-0.99842,459.2,2163.2,0
-0.99987,457.6,2164.8,0
-0.96134,460.8,2161.6,0
-0.99963,459.2,2164.8,0
-0.99782,460.8,2164.8,0
-0.98694,462.4,2164.8,0
-0.77831,462.4,2161.6,0
-0.93895,462.4,2163.2,0
-0.90824,451.2,2164.8,0
-0.89612,459.2,2156.8,0
-0.71679,460.8,2158.4,0
-0.26365,460.8,2155.2,0
0.53499,462.4,2155.2,0
-0.020789,462.4,2158.4,0
0.31868,462.4,2156.8,0
-0.44059,462.4,2160,0
0.66153,462.4,2153.6,0
-0.9999,456,2166.4,0
-0.99998,456,2168,0
-0.99999,459.2,2168,0
-1,457.6,2168,0
-0.99992,459.2,2166.4,0
-0.9999,454.4,2168,0
-0.99679,452.8,2166.4,0
-0.99945,452.8,2168,0
-1,456,2169.6,0
-1,456,2171.2,0
-0.99999,452.8,2171.2,0
-0.99991,452.8,2169.6,0
-0.98749,449.6,2168,0
-0.92198,449.6,2166.4,0
-0.99725,451.2,2168,0
-1,459.2,2169.6,0
-0.99992,460.8,2168,0
-1,459.2,2171.2,0
-0.99999,462.4,2171.2,0
-0.99993,462.4,2169.6,0
-0.99958,462.4,2168,0
-0.99757,462.4,2166.4,0
-1,462.4,2174.4,0
0.14894,438.4,2168,0
0.070713,440,2168,0
0.93043,440,2164.8,0
0.94046,438.4,2164.8,0
0.69322,440,2166.4,0
-0.66334,440,2169.6,0
-0.93329,438.4,2171.2,0
-0.94509,440,2171.2,0
-0.098639,441.6,2168,0
-0.35226,443.2,2168,0
-0.98035,443.2,2171.2,0
-0.86096,443.2,2169.6,0
-0.96347,441.6,2171.2,0
-0.99908,440,2174.4,0
-0.99278,440,2172.8,0
-0.99888,438.4,2174.4,0
0.98663,440,2163.2,0
0.9033,441.6,2164.8,0
0.84043,443.2,2164.8,0
0.96694,443.2,2163.2,0
0.99753,440,2161.6,0
0.99648,441.6,2161.6,0
0.9979,438.4,2161.6,0
0.41426,443.2,2166.4,0
0.69793,444.8,2164.8,0
-0.84488,446.4,2168,0
-0.63272,444.8,2168,0
-0.33692,446.4,2166.4,0
0.99993,438.4,2158.4,0
0.99955,440,2160,0
-0.99687,446.4,2171.2,0
-0.99139,444.8,2171.2,0
-0.99959,446.4,2172.8,0
-0.99995,446.4,2174.4,0
-0.99968,443.2,2174.4,0
-0.99747,443.2,2172.8,0
-0.99986,444.8,2174.4,0
-0.97664,446.4,2169.6,0
-0.99903,448,2171.2,0
-0.95084,448,2168,0
-0.99974,449.6,2171.2,0
-0.99816,449.6,2169.6,0
-0.99998,448,2174.4,0
-0.99996,449.6,2172.8,0
-0.99999,446.4,2176,0
-1,449.6,2174.4,0
-1,449.6,2176,0
-1,449.6,2177.6,0
-1,448,2179.2,0
-1,446.4,2177.6,0
-0.9994,441.6,2174.4,0
-0.99996,443.2,2176,0
-0.99988,440,2176,0
-1,443.2,2177.6,0
-0.99999,441.6,2177.6,0
-0.99999,440,2177.6,0
-0.99998,438.4,2177.6,0
-0.99994,451.2,2171.2,0
-1,452.8,2174.4,0
-1,451.2,2174.4,0
0.99991,484.8,2155.2,0
0.99995,484.8,2153.6,0
0.99998,483.2,2155.2,0
0.99999,481.6,2155.2,0
1,481.6,2153.6,0
0.99951,486.4,2155.2,0
0.99978,484.8,2156.8,0
0.99917,484.8,2158.4,0
0.99673,486.4,2158.4,0
0.99709,488,2155.2,0
0.98455,488,2158.4,0
0.9941,488,2156.8,0
0.99824,488,2153.6,0
0.99997,481.6,2156.8,0
0.99971,483.2,2158.4,0
0.99985,481.6,2158.4,0
1,480,2155.2,0
1,478.4,2155.2,0
0.99992,478.4,2158.4,0
0.99998,478.4,2156.8,0
0.9999,480,2158.4,0
0.99627,484.8,2160,0
0.98178,484.8,2161.6,0
0.99572,481.6,2161.6,0
0.99222,483.2,2161.6,0
0.99921,481.6,2160,0
0.94648,486.4,2161.6,0
0.94985,488,2160,0
0.64096,484.8,2164.8,0
0.912,484.8,2163.2,0
0.30453,486.4,2164.8,0
-0.22057,488,2164.8,0
0.45582,488,2163.2,0
0.82416,488,2161.6,0
1,478.4,2153.6,0
1,475.2,2155.2,0
1,475.2,2153.6,0
0.88436,481.6,2164.8,0
0.80844,483.2,2164.8,0
0.53845,481.6,2166.4,0
-0.19254,481.6,2168,0
-0.69965,484.8,2168,0
-0.0082961,484.8,2166.4,0
-0.44306,483.2,2168,0
0.97702,481.6,2163.2,0
0.91774,480,2164.8,0
0.93062,478.4,2164.8,0
0.98665,478.4,2163.2,0
0.99753,478.4,2161.6,0
0.99705,480,2161.6,0
-0.014763,480,2168,0
0.6943,478.4,2166.4,0
0.073577,478.4,2168,0
-0.80232,481.6,2169.6,0
-0.97098,481.6,2171.2,0
-0.94466,478.4,2171.2,0
-0.66131,478.4,2169.6,0
-0.95543,480,2171.2,0
0.93089,476.8,2164.8,0
0.91865,475.2,2164.8,0
-0.0089599,475.2,2168,0
0.07553,476.8,2168,0
0.65105,475.2,2166.4,0
0.98423,475.2,2163.2,0
0.99754,476.8,2161.6,0
0.99241,472,2161.6,0
0.9958,473.6,2161.6,0
0.99709,475.2,2161.6,0
0.88635,473.6,2164.8,0
0.9603,472,2163.2,0
0.81239,472,2164.8,0
-0.87887,486.4,2168,0
-0.9506,484.8,2169.6,0
-0.99339,484.8,2171.2,0
-0.99763,486.4,2171.2,0
-0.96273,488,2168,0
-0.99468,488,2169.6,0
-0.99927,488,2171.2,0
-0.78107,488,2166.4,0
-0.98468,483.2,2171.2,0
-0.99915,484.8,2172.8,0
-0.99989,484.8,2174.4,0
-0.99968,481.6,2174.4,0
-0.99637,481.6,2172.8,0
-0.99975,483.2,2174.4,0
-0.99996,486.4,2174.4,0
-0.9999,488,2172.8,0
-0.99999,484.8,2176,0
-0.99999,488,2174.4,0
-1,488,2176,0
-1,484.8,2177.6,0
-1,486.4,2179.2,0
-1,488,2177.6,0
0.9997,468.8,2153.6,0
0.99949,468.8,2155.2,0
0.99998,472,2155.2,0
0.99991,470.4,2155.2,0
0.99999,472,2153.6,0
0.99699,467.2,2155.2,0
0.98871,465.6,2153.6,0
0.98208,465.6,2155.2,0
0.9989,468.8,2156.8,0
0.99674,468.8,2158.4,0
0.92246,465.6,2158.4,0
0.9662,465.6,2156.8,0
0.98445,467.2,2158.4,0
0.89833,464,2155.2,0
0.99994,472,2156.8,0
0.99999,473.6,2155.2,0
0.99972,472,2158.4,0
0.99986,473.6,2158.4,0
0.9999,475.2,2158.4,0
0.99998,475.2,2156.8,0
0.99919,470.4,2158.4,0
0.99856,472,2160,0
0.94752,468.8,2161.6,0
0.98767,468.8,2160,0
0.98221,470.4,2161.6,0
0.99947,475.2,2160,0
0.99992,476.8,2158.4,0
0.99955,478.4,2160,0
-1,465.6,2174.4,0
-0.99997,465.6,2172.8,0
-0.9998,465.6,2171.2,0
-1,464,2174.4,0
-0.99996,464,2171.2,0
-0.99999,467.2,2174.4,0
-1,465.6,2176,0
-0.99996,468.8,2174.4,0
-0.99999,468.8,2176,0
-1,468.8,2177.6,0
-1,465.6,2177.6,0
-0.99925,467.2,2171.2,0
-0.99968,468.8,2172.8,0
-0.99755,468.8,2171.2,0
-0.99859,465.6,2169.6,0
-0.99039,465.6,2168,0
-0.87537,468.8,2168,0
-0.96163,467.2,2168,0
-0.98166,468.8,2169.6,0
-0.99989,470.4,2174.4,0
-0.99974,472,2174.4,0
-0.98426,472,2171.2,0
-0.99798,472,2172.8,0
-0.99319,470.4,2171.2,0
-0.99997,472,2176,0
-1,470.4,2177.6,0
-0.99925,475.2,2174.4,0
-0.99951,473.6,2174.4,0
-0.99991,475.2,2176,0
-0.99999,475.2,2177.6,0
-1,472,2177.6,0
-0.99999,473.6,2177.6,0
-0.99796,464,2168,0
-0.70208,465.6,2164.8,0
-0.92896,464,2164.8,0
-0.93934,465.6,2166.4,0
-0.95481,475.2,2171.2,0
-0.9444,476.8,2171.2,0
-0.9941,475.2,2172.8,0
-0.99908,478.4,2174.4,0
-0.99272,478.4,2172.8,0
-0.99907,476.8,2174.4,0
-0.71218,475.2,2169.6,0
-0.97034,473.6,2171.2,0
-0.18353,473.6,2168,0
-0.43313,472,2168,0
-0.88642,472,2169.6,0
0.34102,472,2166.4,0
-0.99926,480,2174.4,0
-0.99989,478.4,2176,0
-0.99995,481.6,2176,0
-1,481.6,2177.6,0
-0.99999,480,2177.6,0
-0.99999,478.4,2177.6,0
-0.99999,476.8,2177.6,0
0.65973,464,2158.4,0
0.46836,465.6,2161.6,0
0.79552,465.6,2160,0
-0.21063,464,2161.6,0
0.82632,467.2,2161.6,0
-0.12893,465.6,2163.2,0
0.7855,468.8,2163.2,0
0.31508,468.8,2164.8,0
-0.21027,467.2,2164.8,0
0.64809,470.4,2164.8,0
-0.4263,468.8,2166.4,0
-0.69227,470.4,2168,0
0.939,504,2153.6,0
0.90661,504,2155.2,0
-0.21964,500.8,2155.2,0
0.56603,502.4,2155.2,0
-0.028565,500.8,2153.6,0
0.98359,505.6,2155.2,0
0.99833,507.2,2153.6,0
0.99724,507.2,2155.2,0
0.83634,504,2156.8,0
0.67716,504,2158.4,0
0.98522,507.2,2158.4,0
0.92675,505.6,2158.4,0
0.99438,507.2,2156.8,0
0.99992,510.4,2155.2,0
0.99953,508.8,2155.2,0
0.99996,510.4,2153.6,0
-0.45744,500.8,2156.8,0
-0.80776,499.2,2155.2,0
-0.69688,500.8,2158.4,0
-0.94654,499.2,2158.4,0
-0.94082,497.6,2155.2,0
-0.96816,497.6,2156.8,0
-0.98571,497.6,2158.4,0
0.014254,502.4,2158.4,0
-0.90633,497.6,2153.6,0
-0.87169,500.8,2160,0
-0.95899,500.8,2161.6,0
-0.19093,504,2161.6,0
0.34349,504,2160,0
-0.76764,502.4,2161.6,0
-0.99369,499.2,2161.6,0
-0.99466,497.6,2160,0
-0.99831,497.6,2161.6,0
-0.98955,500.8,2163.2,0
-0.99773,500.8,2164.8,0
-0.99989,497.6,2164.8,0
-0.99954,497.6,2163.2,0
-0.99962,499.2,2164.8,0
-0.053921,494.4,2153.6,0
-0.24381,494.4,2155.2,0
-0.81636,496,2155.2,0
0.54897,492.8,2155.2,0
0.93585,491.2,2153.6,0
0.90197,491.2,2155.2,0
-0.47763,494.4,2156.8,0
-0.71013,494.4,2158.4,0
0.66464,491.2,2158.4,0
0.82886,491.2,2156.8,0
-0.0095142,492.8,2158.4,0
0.98273,489.6,2155.2,0
-0.94919,496,2158.4,0
-0.96105,494.4,2161.6,0
-0.994,496,2161.6,0
-0.87792,494.4,2160,0
0.82945,507.2,2161.6,0
0.95173,507.2,2160,0
0.94793,508.8,2161.6,0
0.98213,510.4,2161.6,0
0.9992,510.4,2158.4,0
0.99686,508.8,2158.4,0
0.99636,510.4,2160,0
0.47989,505.6,2161.6,0
0.46724,507.2,2163.2,0
-0.69346,504,2163.2,0
-0.20708,507.2,2164.8,0
-0.69772,505.6,2164.8,0
-0.92705,504,2164.8,0
0.91339,510.4,2163.2,0
0.31399,508.8,2164.8,0
0.99229,512,2161.6,0
0.64509,510.4,2164.8,0
0.80953,512,2164.8,0
0.88413,513.6,2164.8,0
0.97697,513.6,2163.2,0
0.99572,513.6,2161.6,0
-0.98647,502.4,2164.8,0
0.99978,510.4,2156.8,0
0.99972,512,2158.4,0
0.99998,512,2155.2,0
0.99999,513.6,2155.2,0
0.99985,513.6,2158.4,0
0.99997,513.6,2156.8,0
0.99921,513.6,2160,0
1,513.6,2153.6,0
-0.77532,507.2,2166.4,0
-0.96166,507.2,2168,0
-0.69618,510.4,2168,0
-0.87638,508.8,2168,0
-0.0017346,510.4,2166.4,0
-0.99031,505.6,2168,0
-0.98681,504,2166.4,0
-0.99787,504,2168,0
-0.99454,507.2,2169.6,0
-0.99925,507.2,2171.2,0
-0.99996,504,2171.2,0
-0.99967,504,2169.6,0
-0.9998,505.6,2171.2,0
-0.99992,500.8,2168,0
-0.99956,500.8,2166.4,0
-0.99957,502.4,2168,0
-0.94995,510.4,2169.6,0
-0.44091,512,2168,0
-0.99331,510.4,2171.2,0
-0.98461,512,2171.2,0
-0.19379,513.6,2168,0
-0.80291,513.6,2169.6,0
-0.97107,513.6,2171.2,0
-0.99758,508.8,2171.2,0
0.53768,513.6,2166.4,0
-0.99914,510.4,2172.8,0
-0.99989,510.4,2174.4,0
-0.99999,507.2,2174.4,0
-0.9999,507.2,2172.8,0
-0.99996,508.8,2174.4,0
-0.99975,512,2174.4,0
-0.99626,513.6,2172.8,0
-0.99999,510.4,2176,0
-0.99953,513.6,2174.4,0
-0.99994,513.6,2176,0
-1,510.4,2177.6,0
-1,512,2177.6,0
-0.99999,513.6,2177.6,0
-0.99064,489.6,2168,0
-0.99795,491.2,2168,0
-0.93,491.2,2164.8,0
-0.70686,489.6,2164.8,0
-0.98734,491.2,2166.4,0
-0.99968,491.2,2169.6,0
-0.9998,489.6,2171.2,0
-0.99996,491.2,2171.2,0
-0.99959,492.8,2168,0
-0.99992,494.4,2168,0
-1,494.4,2171.2,0
-0.99999,494.4,2169.6,0
-1,491.2,2174.4,0
-1,489.6,2174.4,0
-0.70437,491.2,2163.2,0
-0.98708,492.8,2164.8,0
-0.99784,494.4,2164.8,0
-0.99007,494.4,2163.2,0
-0.21103,491.2,2161.6,0
-0.77744,492.8,2161.6,0
0.46572,489.6,2161.6,0
-0.99958,494.4,2166.4,0
-0.99964,496,2164.8,0
-1,497.6,2168,0
-0.99999,496,2168,0
-0.99997,497.6,2166.4,0
0.92342,489.6,2158.4,0
0.3246,491.2,2160,0
-1,497.6,2171.2,0
-1,496,2171.2,0
-0.99999,499.2,2168,0
-1,500.8,2171.2,0
-0.99999,500.8,2169.6,0
-0.99999,502.4,2171.2,0
-1,504,2174.4,0
-0.99999,504,2172.8,0
-1,505.6,2174.4,0
-1,507.2,2176,0
-1,505.6,2179.2,0
-1,507.2,2177.6,0
-1,508.8,2177.6,0
0.98947,529.6,2153.6,0
0.98314,529.6,2155.2,0
0.99952,526.4,2155.2,0
0.99716,528,2155.2,0
0.99972,526.4,2153.6,0
0.90419,531.2,2155.2,0
0.68092,532.8,2153.6,0
0.55718,532.8,2155.2,0
0.96775,529.6,2156.8,0
0.92475,529.6,2158.4,0
0.00062369,532.8,2158.4,0
0.66986,531.2,2158.4,0
0.34251,532.8,2156.8,0
-0.81228,536,2155.2,0
-0.2322,534.4,2155.2,0
-0.72725,536,2153.6,0
0.99893,526.4,2156.8,0
0.99991,524.8,2155.2,0
0.99677,526.4,2158.4,0
0.99918,524.8,2158.4,0
0.99998,523.2,2155.2,0
0.99994,523.2,2156.8,0
0.99971,523.2,2158.4,0
0.9848,528,2158.4,0
0.99999,523.2,2153.6,0
0.98759,526.4,2160,0
0.9467,526.4,2161.6,0
0.47005,529.6,2161.6,0
0.79837,529.6,2160,0
0.82549,528,2161.6,0
0.98175,524.8,2161.6,0
0.99852,523.2,2160,0
0.99217,523.2,2161.6,0
0.78157,526.4,2163.2,0
0.30473,526.4,2164.8,0
0.80704,523.2,2164.8,0
0.95904,523.2,2163.2,0
0.63992,524.8,2164.8,0
1,520,2155.2,0
0.99999,521.6,2155.2,0
1,518.4,2155.2,0
1,516.8,2153.6,0
1,516.8,2155.2,0
0.99998,520,2156.8,0
0.9999,520,2158.4,0
0.99992,516.8,2158.4,0
0.99998,516.8,2156.8,0
0.99992,518.4,2158.4,0
1,515.2,2155.2,0
0.99985,521.6,2158.4,0
0.997,520,2161.6,0
0.99567,521.6,2161.6,0
0.99945,520,2160,0
-0.77397,532.8,2161.6,0
-0.4275,532.8,2160,0
-0.9603,534.4,2161.6,0
-0.99389,536,2161.6,0
-0.94807,536,2158.4,0
-0.70445,534.4,2158.4,0
-0.98025,536,2160,0
-0.20425,531.2,2161.6,0
-0.93826,532.8,2163.2,0
-0.13077,529.6,2163.2,0
-0.98691,532.8,2164.8,0
-0.92925,531.2,2164.8,0
-0.7049,529.6,2164.8,0
-0.9984,536,2163.2,0
-0.9978,534.4,2164.8,0
-0.99832,537.6,2161.6,0
-0.99964,536,2164.8,0
-0.99989,537.6,2164.8,0
-0.21859,528,2164.8,0
-0.89058,536,2156.8,0
-0.98577,537.6,2158.4,0
-0.94091,537.6,2155.2,0
-0.99758,532.8,2166.4,0
-0.99959,532.8,2168,0
-0.99999,536,2168,0
-0.99993,534.4,2168,0
-0.99993,536,2166.4,0
-0.99793,531.2,2168,0
-0.94037,529.6,2166.4,0
-0.99059,529.6,2168,0
-0.99993,532.8,2169.6,0
-0.99999,532.8,2171.2,0
-0.99981,529.6,2171.2,0
-0.99862,529.6,2169.6,0
-0.99996,531.2,2171.2,0
-0.87913,526.4,2168,0
-0.43752,526.4,2166.4,0
-0.96268,528,2168,0
-1,536,2169.6,0
-0.99999,537.6,2168,0
-1,536,2171.2,0
-1,534.4,2171.2,0
-1,532.8,2174.4,0
-1,532.8,2172.8,0
-0.019752,515.2,2168,0
0.06527,516.8,2168,0
0.92947,516.8,2164.8,0
0.91694,515.2,2164.8,0
0.69005,516.8,2166.4,0
-0.66669,516.8,2169.6,0
-0.95596,515.2,2171.2,0
-0.94576,516.8,2171.2,0
0.064254,518.4,2168,0
-0.022845,520,2168,0
-0.95629,520,2171.2,0
-0.71998,520,2169.6,0
-0.9459,518.4,2171.2,0
-0.9991,516.8,2174.4,0
-0.99287,516.8,2172.8,0
-0.99927,515.2,2174.4,0
0.98642,516.8,2163.2,0
0.92933,518.4,2164.8,0
0.91644,520,2164.8,0
0.98378,520,2163.2,0
0.99749,516.8,2161.6,0
0.99749,518.4,2161.6,0
0.99702,515.2,2161.6,0
0.64331,520,2166.4,0
0.88299,521.6,2164.8,0
-0.44696,523.2,2168,0
-0.19885,521.6,2168,0
0.32747,523.2,2166.4,0
0.9999,515.2,2158.4,0
0.99954,516.8,2160,0
-0.98487,523.2,2171.2,0
-0.97143,521.6,2171.2,0
-0.99812,523.2,2172.8,0
-0.99983,523.2,2174.4,0
-0.99928,520,2174.4,0
-0.9943,520,2172.8,0
-0.99953,521.6,2174.4,0
-0.89046,523.2,2169.6,0
-0.99344,524.8,2171.2,0
-0.7012,524.8,2168,0
-0.99764,526.4,2171.2,0
-0.98229,526.4,2169.6,0
-0.99989,524.8,2174.4,0
-0.99969,526.4,2172.8,0
-0.99998,523.2,2176,0
-0.99996,526.4,2174.4,0
-1,526.4,2176,0
-1,526.4,2177.6,0
-1,524.8,2179.2,0
-1,523.2,2177.6,0
-0.9991,518.4,2174.4,0
-0.99991,520,2176,0
-0.99989,516.8,2176,0
-0.99999,520,2177.6,0
-0.99999,518.4,2177.6,0
-0.99999,516.8,2177.6,0
-0.99999,521.6,2177.6,0
-0.99999,515.2,2177.6,0
-0.99927,528,2171.2,0
-1,529.6,2174.4,0
-0.99997,529.6,2172.8,0
-0.99999,528,2174.4,0
-1,531.2,2174.4,0
-1,529.6,2176,0
-1,529.6,2177.6,0
-1,531.2,2179.2,0
-1,433.6,2180.8,0
-1,433.6,2179.2,0
-1,436.8,2180.8,0
-1,436.8,2179.2,0
-1,444.8,2182.4,0
-1,444.8,2185.6,0
-1,443.2,2179.2,0
-1,443.2,2180.8,0
-1,440,2179.2,0
-1,440,2180.8,0
-1,481.6,2180.8,0
-1,481.6,2179.2,0
-1,483.2,2182.4,0
-1,483.2,2185.6,0
-1,478.4,2180.8,0
-1,478.4,2179.2,0
-1,475.2,2180.8,0
-1,475.2,2179.2,0
-1,472,2180.8,0
-1,472,2179.2,0
-1,510.4,2180.8,0
-1,510.4,2179.2,0
-1,513.6,2180.8,0
-1,513.6,2179.2,0
-1,521.6,2182.4,0
-1,521.6,2185.6,0
-1,520,2179.2,0
-1,520,2180.8,0
-1,516.8,2179.2,0
-1,516.8,2180.8,0
1,484.8,2088,0
1,484.8,2091.2,0
1,483.2,2091.2,0
1,484.8,2089.6,0
1,483.2,2086.4,0
0.99999,486.4,2088,0
0.99996,488,2088,0
0.99999,488,2086.4,0
1,484.8,2084.8,0
1,486.4,2084.8,0
0.99999,488,2084.8,0
1,472,2088,0
1,472,2084.8,0
0.99999,484.8,2092.8,0
0.99997,486.4,2091.2,0
0.99996,486.4,2094.4,0
0.99981,488,2091.2,0
0.99975,488,2092.8,0
0.99974,488,2094.4,0
0.9999,488,2089.6,0
0.99975,488,2096,0
1,472,2094.4,0
1,470.4,2094.4,0
0.99998,468.8,2094.4,0
0.99996,468.8,2097.6,0
0.99997,468.8,2096,0
0.99999,470.4,2097.6,0
1,472,2091.2,0
0.99998,468.8,2092.8,0
1,470.4,2091.2,0
0.99999,468.8,2091.2,0
0.99984,467.2,2094.4,0
0.99999,468.8,2088,0
0.99999,468.8,2089.6,0
1,470.4,2088,0
0.99976,467.2,2097.6,0
0.99996,468.8,2099.2,0
0.99844,465.6,2097.6,0
0.9984,465.6,2099.2,0
0.99975,467.2,2100.8,0
0.9986,465.6,2096,0
0.98976,464,2097.6,0
0.99996,507.2,2088,0
0.99999,508.8,2088,0
1,510.4,2088,0
0.99991,507.2,2089.6,0
0.99982,507.2,2091.2,0
1,510.4,2091.2,0
0.99997,508.8,2091.2,0
1,510.4,2089.6,0
0.99999,507.2,2086.4,0
0.99976,505.6,2088,0
0.99852,504,2088,0
0.99955,504,2086.4,0
0.99971,504,2084.8,0
0.99999,507.2,2084.8,0
0.99994,505.6,2084.8,0
1,508.8,2084.8,0
1,512,2088,0
1,513.6,2088,0
1,515.2,2086.4,0
1,510.4,2084.8,0
0.99878,505.6,2091.2,0
0.99579,504,2089.6,0
0.99163,504,2091.2,0
0.99976,507.2,2092.8,0
0.99975,507.2,2094.4,0
0.98896,504,2094.4,0
0.98898,504,2092.8,0
0.99833,505.6,2094.4,0
0.99091,502.4,2088,0
0.94741,500.8,2088,0
0.67346,500.8,2091.2,0
0.83002,500.8,2089.6,0
0.94366,502.4,2091.2,0
0.988,500.8,2086.4,0
0.99862,502.4,2084.8,0
0.58107,497.6,2088,0
0.91032,497.6,2086.4,0
0.77639,499.2,2088,0
0.99417,500.8,2084.8,0
0.98057,499.2,2084.8,0
0.96528,497.6,2084.8,0
0.99999,510.4,2092.8,0
0.99999,510.4,2094.4,0
1,512,2094.4,0
1,515.2,2092.8,0
1,513.6,2094.4,0
0.99996,508.8,2094.4,0
0.99999,510.4,2096,0
0.99999,510.4,2097.6,0
0.99977,507.2,2097.6,0
0.99976,507.2,2096,0
0.99996,508.8,2097.6,0
0.99999,510.4,2099.2,0
1,515.2,2099.2,0
0.99999,510.4,2100.8,0
1,512,2100.8,0
1,513.6,2100.8,0
0.99872,489.6,2091.2,0
0.99122,491.2,2091.2,0
0.99846,491.2,2088,0
0.99975,489.6,2088,0
0.99559,491.2,2089.6,0
0.98846,491.2,2092.8,0
0.99825,489.6,2094.4,0
0.98845,491.2,2094.4,0
0.94103,492.8,2091.2,0
0.66101,494.4,2091.2,0
0.60799,494.4,2094.4,0
0.58745,494.4,2092.8,0
0.9262,492.8,2094.4,0
0.99007,491.2,2097.6,0
0.98942,491.2,2096,0
0.99845,489.6,2097.6,0
0.99953,491.2,2086.4,0
0.9905,492.8,2088,0
0.94521,494.4,2088,0
0.98754,494.4,2086.4,0
0.99394,494.4,2084.8,0
0.9997,491.2,2084.8,0
0.99857,492.8,2084.8,0
0.99994,489.6,2084.8,0
0.82299,494.4,2089.6,0
0.77019,496,2088,0
-0.42929,497.6,2091.2,0
-0.040502,496,2091.2,0
-0.028511,497.6,2089.6,0
0.98003,496,2084.8,0
-0.49198,497.6,2094.4,0
-0.11803,496,2094.4,0
